,Title,year,location,Latitude,Longitude
35,#LawstinWoods,2004,"Elmira, Corning, and Waverly Trolley, Old Narrows Road, Harris Hill Manor, Town of Big Flats, Chemung County, New York, 14814:14903, United States",42.095532,-76.895482
36,#LawstinWoods,2004,"Poultney, Rutland County, Vermont, United States",43.5171364,-73.2363426
37,#LoveMyRoomie,2004,"Brooklyn, Kings County, New York, United States",40.6526006,-73.9497211
38,#Murder,2017,"Knoxville, Knox County, Tennessee, United States",35.9603948,-83.9210261
39,#MyCurrentSituation: Atlanta,2016,"Atlanta, Fulton County, Georgia, 30303-3506, United States",33.7489924,-84.3902644
40,#MyCurrentSituation: Atlanta,2016,"Memphis, Shelby County, Tennessee, United States",35.1490215,-90.0516285
41,#Nightstrife,2014,"Chicago, Cook County, Illinois, United States",41.8755616,-87.6244212
42,#OscarTheOuch,2013,"Hollywood, Los Angeles, Los Angeles County, California, United States",34.0980031,-118.329523
43,#SmurTv,2016,"Roanoke, Virginia, United States",37.270973,-79.9414313
44,#SmurTv,2016,"Charlotte, Mecklenburg County, North Carolina, United States",35.2272086,-80.8430827
45,#SmurTv,2016,"Atlanta, Fulton County, Georgia, 30303-3506, United States",33.7489924,-84.3902644
48,#WarGames,2018,"New York, United States",40.7127281,-74.0060152
49,#tlir,2013,"Petoskey, Emmet County, Michigan, 49770-9998, United States",45.373343,-84.95533
51,$2 Bill,2002,"Los Angeles, Los Angeles County, California, United States",34.0536909,-118.242766
53,$2 Donuts,2017,"Sydney, New South Wales, Australia",-33.8548157,151.2164539
54,$25 Million Dollar Hoax,2004,"San Diego, San Diego County, California, United States",32.7174202,-117.1627728
55,$5 Cover,2009,"Memphis, Shelby County, Tennessee, United States",35.1490215,-90.0516285
56,$5 Cover,2004,"Tennessee, United States",35.7730076,-86.2820081
57,$5 Cover,2004,"Tennessee, United States",35.7730076,-86.2820081
58,$5 Cover,2004,"Tennessee, United States",35.7730076,-86.2820081
59,$5 Cover,2004,"Tennessee, United States",35.7730076,-86.2820081
60,$5 Cover,2004,"Tennessee, United States",35.7730076,-86.2820081
61,$5 Cover,2004,"Tennessee, United States",35.7730076,-86.2820081
62,$5 Cover: Seattle,2009,"Seattle, King County, Washington, United States",47.6038321,-122.3300624
63,"$5,000 Video",2013,"Los Angeles, Los Angeles County, California, United States",34.0536909,-118.242766
70,&@,2010,"Seattle, King County, Washington, United States",47.6038321,-122.3300624
71,' Horse Trials ',2011,"England, United Kingdom",52.5310214,-1.2649062
72,'80s Videos: A to Z,2009,"Santa Monica, Los Angeles County, California, United States",34.0194704,-118.4912273
73,'Allo 'Allo!,1982,"Lynford Hall, Lynford Road, Lynford, Breckland, Norfolk, East of England, England, IP26 5HW, United Kingdom",52.51433585,0.679956025662916
74,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
75,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
76,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
77,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
78,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
79,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
80,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
81,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
82,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
83,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
84,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
85,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
86,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
87,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
88,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
89,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
90,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
91,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
92,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
93,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
94,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
95,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
96,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
97,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
98,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
99,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
100,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
101,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
102,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
103,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
104,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
105,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
106,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
107,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
108,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
109,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
110,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
111,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
112,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
113,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
114,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
115,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
116,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
117,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
118,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
119,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
120,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
121,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
122,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
123,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
124,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
125,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
126,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
127,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
128,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
129,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
130,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
131,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
132,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
133,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
134,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
135,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
136,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
137,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
138,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
139,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
140,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
141,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
142,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
143,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
144,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
145,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
146,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
147,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
148,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
149,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
150,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
151,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
152,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
153,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
154,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
155,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
156,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
157,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
158,'Allo 'Allo!,2004,"England, United Kingdom",52.5310214,-1.2649062
159,'Da Kink in My Hair,2004,"Old Toronto, Toronto, Golden Horseshoe, Ontario, Canada",43.6534817,-79.3839347
160,'Da Kink in My Hair,2004,"Old Toronto, Toronto, Golden Horseshoe, Ontario, Canada",43.6534817,-79.3839347
161,'Da Kink in My Hair,2004,"Old Toronto, Toronto, Golden Horseshoe, Ontario, Canada",43.6534817,-79.3839347
162,'Da Kink in My Hair,2004,"Old Toronto, Toronto, Golden Horseshoe, Ontario, Canada",43.6534817,-79.3839347
163,'Da Kink in My Hair,2004,"Old Toronto, Toronto, Golden Horseshoe, Ontario, Canada",43.6534817,-79.3839347
164,'Da Kink in My Hair,2004,"Old Toronto, Toronto, Golden Horseshoe, Ontario, Canada",43.6534817,-79.3839347
165,'Da Kink in My Hair,2004,"Old Toronto, Toronto, Golden Horseshoe, Ontario, Canada",43.6534817,-79.3839347
166,'Da Kink in My Hair,2004,"Old Toronto, Toronto, Golden Horseshoe, Ontario, Canada",43.6534817,-79.3839347
167,'Da Kink in My Hair,2004,"Old Toronto, Toronto, Golden Horseshoe, Ontario, Canada",43.6534817,-79.3839347
168,'Da Kink in My Hair,2004,"Old Toronto, Toronto, Golden Horseshoe, Ontario, Canada",43.6534817,-79.3839347
169,'Da Kink in My Hair,2004,"Old Toronto, Toronto, Golden Horseshoe, Ontario, Canada",43.6534817,-79.3839347
170,'Da Kink in My Hair,2004,"Old Toronto, Toronto, Golden Horseshoe, Ontario, Canada",43.6534817,-79.3839347
171,'Da Kink in My Hair,2004,"Old Toronto, Toronto, Golden Horseshoe, Ontario, Canada",43.6534817,-79.3839347
172,'Da Kink in My Hair,2004,"Old Toronto, Toronto, Golden Horseshoe, Ontario, Canada",43.6534817,-79.3839347
173,'Da Kink in My Hair,2004,"Old Toronto, Toronto, Golden Horseshoe, Ontario, Canada",43.6534817,-79.3839347
174,'Da Kink in My Hair,2004,"Old Toronto, Toronto, Golden Horseshoe, Ontario, Canada",43.6534817,-79.3839347
175,'Da Kink in My Hair,2004,"Old Toronto, Toronto, Golden Horseshoe, Ontario, Canada",43.6534817,-79.3839347
176,'Da Kink in My Hair,2004,"Old Toronto, Toronto, Golden Horseshoe, Ontario, Canada",43.6534817,-79.3839347
177,'Da Kink in My Hair,2004,"Old Toronto, Toronto, Golden Horseshoe, Ontario, Canada",43.6534817,-79.3839347
178,'Da Kink in My Hair,2004,"Old Toronto, Toronto, Golden Horseshoe, Ontario, Canada",43.6534817,-79.3839347
179,'Da Kink in My Hair,2004,"Old Toronto, Toronto, Golden Horseshoe, Ontario, Canada",43.6534817,-79.3839347
180,'Da Kink in My Hair,2004,"Old Toronto, Toronto, Golden Horseshoe, Ontario, Canada",43.6534817,-79.3839347
181,'Da Kink in My Hair,2004,"Old Toronto, Toronto, Golden Horseshoe, Ontario, Canada",43.6534817,-79.3839347
182,'Da Kink in My Hair,2004,"Old Toronto, Toronto, Golden Horseshoe, Ontario, Canada",43.6534817,-79.3839347
183,'Da Kink in My Hair,2004,"Old Toronto, Toronto, Golden Horseshoe, Ontario, Canada",43.6534817,-79.3839347
184,'Da Kink in My Hair,2004,"Old Toronto, Toronto, Golden Horseshoe, Ontario, Canada",43.6534817,-79.3839347
185,'Frankie & Emma',2017,"London, Greater London, England, SW1A 2DX, United Kingdom",51.5073219,-0.1276474
186,'More strasti',2000,Crna Gora / Црна Гора,42.9868853,19.5180992
187,'Pathic,2004,"Sydney, New South Wales, Australia",-33.8548157,151.2164539
188,'Sang linggo nAPO sila,1995,Pilipinas / Philippines,12.7503486,122.7312101
191,'Til Death Do Us Part,2004,"Sportime USA, Saw Mill River Road, Town of Greenburgh, Westchester County, New York, 10523, United States",41.068125,-73.8142505
192,'Til Death Do Us Part,2004,"Hamilton, Golden Horseshoe, Ontario, Canada",43.2560802,-79.8728583
204,'Wag kukurap,2004,Pilipinas / Philippines,12.7503486,122.7312101
205,'Way Out,1961,"New York, United States",40.7127281,-74.0060152
206,'Way Out,2004,"New York, United States",40.7127281,-74.0060152
207,'Way Out,2004,"New York, United States",40.7127281,-74.0060152
208,'Way Out,2004,"New York, United States",40.7127281,-74.0060152
209,'Way Out,2004,"New York, United States",40.7127281,-74.0060152
210,'Way Out,2004,"New York, United States",40.7127281,-74.0060152
211,'Way Out,2004,"New York, United States",40.7127281,-74.0060152
212,'Way Out,2004,"New York, United States",40.7127281,-74.0060152
213,'Way Out,2004,"New York, United States",40.7127281,-74.0060152
214,'Way Out,2004,"New York, United States",40.7127281,-74.0060152
215,'Way Out,2004,"New York, United States",40.7127281,-74.0060152
216,'Way Out,2004,"New York, United States",40.7127281,-74.0060152
217,'Way Out,2004,"New York, United States",40.7127281,-74.0060152
218,'Way Out,2004,"New York, United States",40.7127281,-74.0060152
219,'Way Out,2004,"New York, United States",40.7127281,-74.0060152
220,'n Shrink,2009,"Austin, Travis County, Texas, United States",30.2711286,-97.7436995
221,'n Shrink,2004,"Austin, Travis County, Texas, United States",30.2711286,-97.7436995
222,(S)avis,2004,"Teatre Nacional de Catalunya, Carrer de los Castillejos, el Fort Pienc, Eixample, Barcelona, Barcelonès, Barcelona, Catalunya, 08001, España",41.3999764,2.185709260410055
223,(S)avis,2004,"Teatre Romea, Carrer de l'Hospital, el Raval, Ciutat Vella, Barcelona, Barcelonès, Barcelona, Catalunya, 08001, España",41.3805321,2.1710813
224,(S)avis,2004,"Parlament de Catalunya, Plaça de Joan Fiveller, la Ribera, Sant Pere, Santa Caterina i la Ribera, Ciutat Vella, Barcelona, Barcelonès, Barcelona, Catalunya, 08001, España",41.38810965,2.1888825518499733
225,(Un)Balanced: A Web Series,2017,"Astoria, Queens, Queens County, New York, 11102, United States",40.7720145,-73.9302673
226,(gli) Imperatori,2014,"Roma, Roma Capitale, Lazio, Italia",41.8933203,12.4829321
227,+27: Social Innovators of South Africa,2014,"Cape Town, City of Cape Town, Western Cape, 8001, South Africa",-33.928992,18.417396
228,+27: Social Innovators of South Africa,2014,"Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa",-26.205,28.049722
230,...De raz luna,2008,México,23.6585116,-102.0077097
231,...e le stelle stanno a guardare,1971,"Massa Marittima, Grosseto, Toscana, 58024, Italia",43.0500376,10.8879707
232,...e le stelle stanno a guardare,1971,"Punta Ala, Castiglione della Pescaia, Grosseto, Toscana, Italia",42.8012564,10.75113
233,/Drive on NBCSN,2004,"Zion National Park, Washington County, Utah, United States",37.320774,-113.0048475865252
234,/Drive on NBCSN,2004,"Las Vegas, Clark County, Nevada, United States",36.1672559,-115.148516
236,/Drive on NBCSN,2004,"Death Valley National Park, California, 92328, United States",36.42404725,-116.914043672057
237,/Drive on NBCSN,2004,"Yosemite National Park, California, 95389, United States",37.84054795,-119.51658779802511
238,01-For London,1987,"London, Greater London, England, SW1A 2DX, United Kingdom",51.5073219,-0.1276474
240,0511 Sondersendung zu Theaterformen,2007,"Hannover, Region Hannover, Niedersachsen, 30159, Deutschland",52.3744779,9.7385532
241,0511 TV Lokal,2007,"Hannover, Region Hannover, Niedersachsen, 30159, Deutschland",52.3744779,9.7385532
242,0511 TV Lokal,2004,"Hannover, Region Hannover, Niedersachsen, 30159, Deutschland",52.3744779,9.7385532
243,0511 TV Lokal,2007,"Hannover, Region Hannover, Niedersachsen, 30159, Deutschland",52.3744779,9.7385532
244,0511 TV Lokal,2007,"Hannover, Region Hannover, Niedersachsen, 30159, Deutschland",52.3744779,9.7385532
245,0511 TV Lokal,2007,"Barsinghausen, Region Hannover, Niedersachsen, 30890, Deutschland",52.30223,9.4623741
246,0511 TV Lokal,2007,"Hannover, Region Hannover, Niedersachsen, 30159, Deutschland",52.3744779,9.7385532
247,0511 TV Lokal,2007,"Hannover, Region Hannover, Niedersachsen, 30159, Deutschland",52.3744779,9.7385532
248,0511 TV Lokal,2007,"Hannover, Region Hannover, Niedersachsen, 30159, Deutschland",52.3744779,9.7385532
249,0511 TV Lokal,2007,"Hannover, Region Hannover, Niedersachsen, 30159, Deutschland",52.3744779,9.7385532
250,0511 TV Lokal,2007,"Hannover, Region Hannover, Niedersachsen, 30159, Deutschland",52.3744779,9.7385532
251,0511 TV Lokal,2007,"Hannover, Region Hannover, Niedersachsen, 30159, Deutschland",52.3744779,9.7385532
252,0511 TV Lokal,2007,"Hannover, Region Hannover, Niedersachsen, 30159, Deutschland",52.3744779,9.7385532
253,0511 TV Lokal,2007,"Hannover, Region Hannover, Niedersachsen, 30159, Deutschland",52.3744779,9.7385532
254,0511 TV Lokal,2007,"Hannover, Region Hannover, Niedersachsen, 30159, Deutschland",52.3744779,9.7385532
255,0511 TV Lokal,2007,"Hannover, Region Hannover, Niedersachsen, 30159, Deutschland",52.3744779,9.7385532
256,0511 TV Lokal,2007,"Hannover, Region Hannover, Niedersachsen, 30159, Deutschland",52.3744779,9.7385532
257,0511 TV Lokal,2007,"Hannover, Region Hannover, Niedersachsen, 30159, Deutschland",52.3744779,9.7385532
258,0511 TV Lokal,2007,"Hannover, Region Hannover, Niedersachsen, 30159, Deutschland",52.3744779,9.7385532
259,0511 TV Lokal,2007,"Hannover, Region Hannover, Niedersachsen, 30159, Deutschland",52.3744779,9.7385532
260,0511 TV Lokal,2007,"Hannover, Region Hannover, Niedersachsen, 30159, Deutschland",52.3744779,9.7385532
261,0511 TV Lokal,2004,"Hannover, Region Hannover, Niedersachsen, 30159, Deutschland",52.3744779,9.7385532
262,0511 TV Lokal,2007,"Lehrte, Region Hannover, Niedersachsen, 31275, Deutschland",52.3749334,9.9748557
263,0511 TV Lokal,2004,"Hannover, Region Hannover, Niedersachsen, 30159, Deutschland",52.3744779,9.7385532
264,0511 TV Lokal,2007,"Hannover, Region Hannover, Niedersachsen, 30159, Deutschland",52.3744779,9.7385532
265,0511 TV Lokal,2007,"Hannover, Region Hannover, Niedersachsen, 30159, Deutschland",52.3744779,9.7385532
266,0511 TV Lokal,2007,"Hannover, Region Hannover, Niedersachsen, 30159, Deutschland",52.3744779,9.7385532
267,0511 TV Lokal,2007,"Celle, Landkreis Celle, Niedersachsen, 29221, Deutschland",52.624056,10.081052
268,0511 TV Lokal,2007,"Hannover, Region Hannover, Niedersachsen, 30159, Deutschland",52.3744779,9.7385532
269,0511 TV Lokal,2007,"Hannover, Region Hannover, Niedersachsen, 30159, Deutschland",52.3744779,9.7385532
270,0511 TV Lokal,2007,"Hannover, Region Hannover, Niedersachsen, 30159, Deutschland",52.3744779,9.7385532
271,0511 TV Lokal,2007,"Hannover, Region Hannover, Niedersachsen, 30159, Deutschland",52.3744779,9.7385532
272,0511 TV Lokal,2007,"Hannover, Region Hannover, Niedersachsen, 30159, Deutschland",52.3744779,9.7385532
273,0511 TV Lokal,2007,"Hannover, Region Hannover, Niedersachsen, 30159, Deutschland",52.3744779,9.7385532
274,0511 TV Lokal,2007,"Hannover, Region Hannover, Niedersachsen, 30159, Deutschland",52.3744779,9.7385532
275,0511 TV Lokal,2007,"Hannover, Region Hannover, Niedersachsen, 30159, Deutschland",52.3744779,9.7385532
276,0511 TV Lokal,2007,"Hannover, Region Hannover, Niedersachsen, 30159, Deutschland",52.3744779,9.7385532
277,0511 TV Lokal,2007,"Hannover, Region Hannover, Niedersachsen, 30159, Deutschland",52.3744779,9.7385532
278,0511 TV Lokal,2007,"Hannover, Region Hannover, Niedersachsen, 30159, Deutschland",52.3744779,9.7385532
279,0511 TV Lokal,2007,"Hannover, Region Hannover, Niedersachsen, 30159, Deutschland",52.3744779,9.7385532
280,0511 TV Lokal,2004,"Hannover, Region Hannover, Niedersachsen, 30159, Deutschland",52.3744779,9.7385532
281,0511 TV Lokal,2007,"Hannover, Region Hannover, Niedersachsen, 30159, Deutschland",52.3744779,9.7385532
282,0511 TV Lokal,2007,"Hannover, Region Hannover, Niedersachsen, 30159, Deutschland",52.3744779,9.7385532
283,0511 TV Lokal,2007,"Hannover, Region Hannover, Niedersachsen, 30159, Deutschland",52.3744779,9.7385532
284,0511 TV Lokal,2007,"Hannover, Region Hannover, Niedersachsen, 30159, Deutschland",52.3744779,9.7385532
285,0511 TV Lokal,2007,"Hannover, Region Hannover, Niedersachsen, 30159, Deutschland",52.3744779,9.7385532
286,0511 TV Lokal,2007,"Hannover, Region Hannover, Niedersachsen, 30159, Deutschland",52.3744779,9.7385532
287,0511 TV Lokal,2007,"Hannover, Region Hannover, Niedersachsen, 30159, Deutschland",52.3744779,9.7385532
288,0511 TV Lokal,2007,"Hannover, Region Hannover, Niedersachsen, 30159, Deutschland",52.3744779,9.7385532
289,0511 TV Lokal,2007,"Hannover, Region Hannover, Niedersachsen, 30159, Deutschland",52.3744779,9.7385532
290,0511 TV Lokal,2007,"Hannover, Region Hannover, Niedersachsen, 30159, Deutschland",52.3744779,9.7385532
291,0511 TV Lokal,2007,"Hannover, Region Hannover, Niedersachsen, 30159, Deutschland",52.3744779,9.7385532
292,0511 TV Lokal,2007,"Hannover, Region Hannover, Niedersachsen, 30159, Deutschland",52.3744779,9.7385532
293,0511 TV Lokal,2007,"Hannover, Region Hannover, Niedersachsen, 30159, Deutschland",52.3744779,9.7385532
294,0511 TV Lokal,2007,"Hannover, Region Hannover, Niedersachsen, 30159, Deutschland",52.3744779,9.7385532
295,0511 TV Lokal,2007,"Hannover, Region Hannover, Niedersachsen, 30159, Deutschland",52.3744779,9.7385532
296,0511 TV Lokal,2007,"Hannover, Region Hannover, Niedersachsen, 30159, Deutschland",52.3744779,9.7385532
297,0511 TV Lokal,2007,"Hannover, Region Hannover, Niedersachsen, 30159, Deutschland",52.3744779,9.7385532
298,0511 TV Lokal,2007,"Hannover, Region Hannover, Niedersachsen, 30159, Deutschland",52.3744779,9.7385532
299,0511 TV Lokal,2007,"Hannover, Region Hannover, Niedersachsen, 30159, Deutschland",52.3744779,9.7385532
300,07 zglos sie,1976,"Warszawa, województwo mazowieckie, 00-901, Polska",52.2319581,21.0067249
302,07 zglos sie,2004,"Sopot, województwo pomorskie, Polska",54.44190905,18.54309444570447
451,1 Gay 5 Queens,2013,"West Hollywood, Los Angeles County, California, United States",34.0923014,-118.3692894
452,1 Non Blonde,2010,New Zealand / Aotearoa,-41.5000831,172.8344077
453,1 chan KNB,2007,"富山市, 富山県, 日本",36.6957569,137.2136215
457,"1, 2 oder 3",2004,"Adlershof, Treptow-Köpenick, Berlin, 12489, Deutschland",52.4378932,13.5475496
458,"1, 2, 3 Go",2004,"Sussex, England, United Kingdom",50.94451385000001,-0.0622673284178475
460,"1,000 Places to See Before You Die",2004,"Corcovado, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 22470-180, Brasil",-22.9519478,-43.210579
461,"1,000 Places to See Before You Die",2004,"Cristo Redentor, Cristo del Corcovado, Alto da Boa Vista, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 22470-180, Brasil",-22.9519173,-43.2104585
